date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:51:35	1912/1912	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:34%20GMT	https://static.wixstatic.com/media/c837a6_d84a631864a442a496670bc2d787c6a0~mv2.jpg/v1/fill/w_118,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_d84a631864a442a496670bc2d787c6a0~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_d84a631864a442a496670bc2d787c6a0_mv2.jpg/v1/fill/w_118,h_61,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_d84a631864a442a496670bc2d787c6a0_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:38	1983/1983	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:37%20GMT	https://static.wixstatic.com/media/c22c23_75059a72af5e4949aecdfbda8746f4ef~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_75059a72af5e4949aecdfbda8746f4ef~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_75059a72af5e4949aecdfbda8746f4ef_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_75059a72af5e4949aecdfbda8746f4ef_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:39	1549167/1549167	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:36%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/fitboot-inspire-fitness-tracker-with-heart-rate-tracking-1	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/fitboot-inspire-fitness-tracker-with-heart-rate-tracking-1.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:40	2467/2467	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:39%20GMT	https://static.wixstatic.com/media/c22c23_3ab3d3acd73843deba1dece7b2254e2f~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_3ab3d3acd73843deba1dece7b2254e2f~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_3ab3d3acd73843deba1dece7b2254e2f_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_3ab3d3acd73843deba1dece7b2254e2f_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:42	1548810/1548810	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:39%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/jp-gaming-laptop-15-6-laptop-256gb	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/jp-gaming-laptop-15-6-laptop-256gb.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:42	2248/2248	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:41%20GMT	https://static.wixstatic.com/media/c22c23_77a52a8e6f8b4879a6548e11a3df3613~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_77a52a8e6f8b4879a6548e11a3df3613~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_77a52a8e6f8b4879a6548e11a3df3613_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_77a52a8e6f8b4879a6548e11a3df3613_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:44	1559340/1559340	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:41%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/hki-tech-quadcopter-drone-with-360-camera-controller-1	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/hki-tech-quadcopter-drone-with-360-camera-controller-1.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:45	2440/2440	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:43%20GMT	https://static.wixstatic.com/media/c22c23_527e6c6f3d944fb88c80907c2f754afb~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_527e6c6f3d944fb88c80907c2f754afb~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_527e6c6f3d944fb88c80907c2f754afb_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_527e6c6f3d944fb88c80907c2f754afb_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:46	1548855/1548855	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:43%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/smartphone-z-pixel-max-128gb-unlocked-1	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/smartphone-z-pixel-max-128gb-unlocked-1.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:47	1693/1693	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:46%20GMT	https://static.wixstatic.com/media/c22c23_0fa2a9bb97f443658acb747221ff337b~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_0fa2a9bb97f443658acb747221ff337b~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_0fa2a9bb97f443658acb747221ff337b_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_0fa2a9bb97f443658acb747221ff337b_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:48	1549109/1549109	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:45%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/in-ear-noise-cancelling-isolating-wireless-earbuds	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/in-ear-noise-cancelling-isolating-wireless-earbuds.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:49	2051/2051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:48%20GMT	https://static.wixstatic.com/media/c22c23_35b786fdd0bb443e9ac09561af1569d3~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_35b786fdd0bb443e9ac09561af1569d3~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_35b786fdd0bb443e9ac09561af1569d3_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_35b786fdd0bb443e9ac09561af1569d3_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:50	1548818/1548818	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:48%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/safay-gen-2-256gb-vr-headset-with-touch-controllers	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/safay-gen-2-256gb-vr-headset-with-touch-controllers.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:52	2999/2999	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Dec%202023%2019:21:51%20GMT	https://tusharm01.wixsite.com/media/emptystate.85a4add5.svg	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/media/emptystate.85a4add5.22.delayed	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:52	23505/23505	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Nov%202023%2006:45:48%20GMT	https://static.wixstatic.com/media/c837a6_82b44061aa3e4ad6958d2a1ac317199c~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_82b44061aa3e4ad6958d2a1ac317199c~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_82b44061aa3e4ad6958d2a1ac317199c_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_82b44061aa3e4ad6958d2a1ac317199c_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:52	1231648/1231648	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:50%20GMT	https://tusharm01.wixsite.com/gadgetjunction/best-sellers	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/best-sellers.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:53	11964/11964	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Nov%202023%2008:10:21%20GMT	https://static.wixstatic.com/media/c837a6_9c30b13d43264ebf888ab1e70eaf2daa~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_9c30b13d43264ebf888ab1e70eaf2daa~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_9c30b13d43264ebf888ab1e70eaf2daa_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_9c30b13d43264ebf888ab1e70eaf2daa_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:53	15156/15156	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_acb2a2d93555449693ae233b93cb3feb~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_acb2a2d93555449693ae233b93cb3feb~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_acb2a2d93555449693ae233b93cb3feb_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_acb2a2d93555449693ae233b93cb3feb_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:53	24496/24496	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2018:59:26%20GMT	https://static.wixstatic.com/media/c837a6_3fae8a0f61fc49c0afe7217c479c8e16~mv2.png/v1/fit/w_480,h_480,q_90/c837a6_3fae8a0f61fc49c0afe7217c479c8e16~mv2.png	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_3fae8a0f61fc49c0afe7217c479c8e16_mv2.png/v1/fit/w_480,h_480,q_90/c837a6_3fae8a0f61fc49c0afe7217c479c8e16_mv2.png	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:53	23864/23864	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_6d6b2a5842f449539f528c501e5cc035~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_6d6b2a5842f449539f528c501e5cc035~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_6d6b2a5842f449539f528c501e5cc035_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_6d6b2a5842f449539f528c501e5cc035_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:53	16691/16691	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_fba39b02bd5c4f43ae6d4e1db77204c5~mv2.png/v1/fit/w_480,h_480,q_90/c837a6_fba39b02bd5c4f43ae6d4e1db77204c5~mv2.png	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_fba39b02bd5c4f43ae6d4e1db77204c5_mv2.png/v1/fit/w_480,h_480,q_90/c837a6_fba39b02bd5c4f43ae6d4e1db77204c5_mv2.png	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:54	22054/22054	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_7a28e7356d6d4e9dbc6e0b1dfb2ac9b6~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_7a28e7356d6d4e9dbc6e0b1dfb2ac9b6~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_7a28e7356d6d4e9dbc6e0b1dfb2ac9b6_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_7a28e7356d6d4e9dbc6e0b1dfb2ac9b6_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:54	13444/13444	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_71e3b067871a4b6a88c3b93a55ba2b00~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_71e3b067871a4b6a88c3b93a55ba2b00~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_71e3b067871a4b6a88c3b93a55ba2b00_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_71e3b067871a4b6a88c3b93a55ba2b00_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:54	17079/17079	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_e0521967c9bb422abb3a3913f64d1eb5~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_e0521967c9bb422abb3a3913f64d1eb5~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_e0521967c9bb422abb3a3913f64d1eb5_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_e0521967c9bb422abb3a3913f64d1eb5_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:54	9298/9298	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Nov%202023%2006:40:26%20GMT	https://static.wixstatic.com/media/c837a6_48fba84e8b3c48b48e1b5b493a515a3b~mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_48fba84e8b3c48b48e1b5b493a515a3b~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_48fba84e8b3c48b48e1b5b493a515a3b_mv2.jpg/v1/fit/w_480,h_480,q_90/c837a6_48fba84e8b3c48b48e1b5b493a515a3b_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:55	2955/2955	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Dec%202023%2019:21:54%20GMT	https://static.wixstatic.com/media/c837a6_42dd66a436e846648736f4bc9546bf14~mv2.png/v1/fill/w_49,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_42dd66a436e846648736f4bc9546bf14~mv2.png	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c837a6_42dd66a436e846648736f4bc9546bf14_mv2.png/v1/fill/w_49,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_42dd66a436e846648736f4bc9546bf14_mv2.png	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:57	2529/2529	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:56%20GMT	https://static.wixstatic.com/media/c22c23_396e7b1e80764edca161180595507710~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_396e7b1e80764edca161180595507710~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_396e7b1e80764edca161180595507710_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_396e7b1e80764edca161180595507710_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:58	1548767/1548767	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:55%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/space-moon-smartwatch-with-charger	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/space-moon-smartwatch-with-charger.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:59	1548557/1548557	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:21:57%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/ove-light-space-5g-128gb	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/ove-light-space-5g-128gb.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:51:59	2732/2732	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:21:58%20GMT	https://static.wixstatic.com/media/c22c23_5ccf45bbbdf842e7955635610510f7c3~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_5ccf45bbbdf842e7955635610510f7c3~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_5ccf45bbbdf842e7955635610510f7c3_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_5ccf45bbbdf842e7955635610510f7c3_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:52:02	2114/2114	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:22:01%20GMT	https://static.wixstatic.com/media/c22c23_c4329067853e4f94a57afc2a226bd5cf~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_c4329067853e4f94a57afc2a226bd5cf~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_c4329067853e4f94a57afc2a226bd5cf_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_c4329067853e4f94a57afc2a226bd5cf_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:52:03	1548986/1548986	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:22:00%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/pilates-16-touch-screen-laptop-24gb-memory	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/pilates-16-touch-screen-laptop-24gb-memory.html	(from https://tusharm01.wixsite.com/gadgetjunction)
00:52:04	1892/1892	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Dec%202023%2019:22:03%20GMT	https://static.wixstatic.com/media/c22c23_75b7c7a737a0437f8998a42d8a345a85~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_75b7c7a737a0437f8998a42d8a345a85~mv2.jpg	C:/My%20Web%20Sites/wix/static.wixstatic.com/media/c22c23_75b7c7a737a0437f8998a42d8a345a85_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c22c23_75b7c7a737a0437f8998a42d8a345a85_mv2.jpg	(from https://tusharm01.wixsite.com/gadgetjunction)
00:52:05	1562686/1562686	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2019:22:02%20GMT	https://tusharm01.wixsite.com/gadgetjunction/product-page/turn5-portable-bluetooth-speaker	C:/My%20Web%20Sites/wix/tusharm01.wixsite.com/gadgetjunction/product-page/turn5-portable-bluetooth-speaker.html	(from https://tusharm01.wixsite.com/gadgetjunction)
